"slug","billing_period","type","regular_price","promotion_price","product_discount_id","contract_period","translation_key_id","introduction_price","orderable","action_period","action_period_price","is_default"
extension_cool,24,registration,6998,,,24,,,true,,,false
extension_cool,36,registration,10497,,,36,,,true,,,false
extension_coop,12,registration,10299,,,12,,,true,,,false
extension_coop,24,registration,20598,,,24,,,true,,,false
extension_coop,36,registration,30897,,,36,,,true,,,false
extension_co.th,12,registration,7699,,,12,,,true,,,true
extension_co.tt,36,registration,55499,,,36,,,true,,,false
extension_co.tz,12,registration,46199,,,12,,,true,,,true
extension_co.uk,12,registration,4399,,,12,,,true,,,true
extension_co_uk_free_am,12,prolongation,0,,,12,,,false,,,false
extension_country,12,registration,3099,,,12,,,true,,,true
extension_coupons,12,registration,5199,,,12,,,true,,,false
extension_coupons,24,registration,10398,,,24,,,true,,,false
extension_coupons,36,registration,15597,,,36,,,true,,,false
extension_courses,12,registration,4099,,,12,,,true,,,false
extension_courses,24,registration,8198,,,24,,,true,,,false
extension_courses,36,registration,12297,,,36,,,true,,,false
extension_co.uz,24,registration,33471,,,24,,,true,,,true
extension_co.ve,12,registration,10299,,,12,,,true,,,true
extension_co.za,12,registration,2499,,,12,,,true,,,true
extension_cr,12,registration,11799,,,12,,,true,,,false
extension_cr,24,registration,23598,,,24,,,true,,,false
extension_cr,36,registration,35397,,,36,,,true,,,false
extension_credit,12,registration,10299,,,12,,,true,,,false
extension_credit,24,registration,20598,,,24,,,true,,,false
extension_credit,36,registration,30897,,,36,,,true,,,false
extension_creditcard,12,registration,15399,,,12,,,true,,,false
extension_creditcard,24,registration,30798,,,24,,,true,,,false
extension_creditcard,36,registration,46197,,,36,,,true,,,false
extension_creditunion,12,registration,15399,,,12,,,true,,,false
extension_creditunion,24,registration,30798,,,24,,,true,,,false
extension_creditunion,36,registration,46197,,,36,,,true,,,false
extension_cricket,12,registration,7999,,,12,,,true,,,false
extension_cricket,24,registration,15997,,,24,,,true,,,false
extension_cricket,36,registration,23997,,,36,,,true,,,false
extension_cruises,12,registration,5199,,,12,,,true,,,false
extension_cruises,24,registration,10398,,,24,,,true,,,false
extension_cruises,36,registration,15597,,,36,,,true,,,false
extension_cu,12,registration,97399,,,12,,,true,,,false
extension_cu,24,registration,194798,,,24,,,true,,,false
extension_cu,36,registration,292197,,,36,,,true,,,false
extension_cw,12,registration,12273,,,12,,,true,,,false
extension_cw,24,registration,23599,,,24,,,true,,,false
extension_cw,36,registration,36819,,,36,,,true,,,false
extension_cx,12,registration,3099,,,12,,,true,,,false
extension_cx,24,registration,4958,,,24,,,true,,,false
extension_cx,36,registration,7197,,,36,,,true,,,false
extension_cy,12,registration,8368,,,12,,,true,,,true
extension_cymru,12,registration,3099,,,12,,,true,,,false
extension_cymru,24,registration,6198,,,24,,,true,,,false
extension_cymru,36,registration,9297,,,36,,,true,,,false
extension_cyou,12,registration,1299,,,12,,,true,,,false
extension_cyou,24,registration,2598,,,24,,,true,,,false
extension_cyou,36,registration,3897,,,36,,,true,,,false
extension_cz,12,registration,6899,,,12,,,true,,,false
extension_cz,24,registration,12398,,,24,,,true,,,false
extension_cz,36,registration,18597,,,36,,,true,,,false
extension_dance,12,registration,3099,,,12,,,true,,,false
extension_dance,24,registration,6198,,,24,,,true,,,false
extension_dance,36,registration,9297,,,36,,,true,,,false
extension_date,12,registration,3099,,,12,,,true,,,false
extension_date,24,registration,6198,,,24,,,true,,,false
extension_date,36,registration,9297,,,36,,,true,,,false
extension_dating,12,registration,5199,,,12,,,true,,,false
extension_dating,24,registration,10398,,,24,,,true,,,false
extension_dating,36,registration,15597,,,36,,,true,,,false
extension_de,12,registration,4099,,,12,,,true,,,false
extension_de,24,registration,6558,,,24,,,true,,,false
extension_de,36,registration,8608,,,36,,,true,,,false
extension_deals,12,registration,3999,,,12,,,true,,,false
extension_deals,24,registration,7998,,,24,,,true,,,false
extension_deals,36,registration,11997,,,36,,,true,,,false
extension_de_free_am,12,prolongation,0,,,12,,,false,,,false
extension_degree,12,registration,5199,,,12,,,true,,,false
extension_degree,24,registration,10398,,,24,,,true,,,false
extension_degree,36,registration,15597,,,36,,,true,,,false
extension_delivery,12,registration,5199,,,12,,,true,,,false
extension_delivery,24,registration,10398,,,24,,,true,,,false
extension_delivery,36,registration,15597,,,36,,,true,,,false
extension_democrat,12,registration,3499,,,12,,,true,,,false
extension_democrat,24,registration,6998,,,24,,,true,,,false
extension_democrat,36,registration,10497,,,36,,,true,,,false
extension_dental,12,registration,5499,,,12,,,true,,,false
extension_dental,24,registration,10998,,,24,,,true,,,false
extension_dental,36,registration,16497,,,36,,,true,,,false
extension_dentist,12,registration,5199,,,12,,,true,,,false
extension_dentist,24,registration,10398,,,24,,,true,,,false
extension_dentist,36,registration,15597,,,36,,,true,,,false
extension_desi,12,registration,1899,,,12,,,true,,,false
extension_desi,24,registration,3797,,,24,,,true,,,false
extension_desi,36,registration,5697,,,36,,,true,,,false
extension_design,12,registration,5999,,,12,,,true,,,false
extension_design,24,registration,11998,,,24,,,true,,,false
extension_design,36,registration,17997,,,36,,,true,,,false
extension_dev,12,registration,4399,,,12,,,true,,,false
extension_dev,24,registration,7398,,,24,,,true,,,false
extension_dev,36,registration,11097,,,36,,,true,,,false
extension_diamonds,12,registration,5199,,,12,,,true,,,false
extension_diamonds,24,registration,10398,,,24,,,true,,,false
extension_diamonds,36,registration,15597,,,36,,,true,,,false
extension_diet,12,registration,15399,,,12,,,true,,,false
extension_diet,24,registration,30798,,,24,,,true,,,false
extension_diet,36,registration,46197,,,36,,,true,,,false
extension_digital,12,registration,3999,,,12,,,true,,,false
extension_digital,24,registration,7998,,,24,,,true,,,false
extension_digital,36,registration,11997,,,36,,,true,,,false
extension_direct,12,registration,3999,,,12,,,true,,,false
extension_direct,24,registration,7998,,,24,,,true,,,false
extension_direct,36,registration,11997,,,36,,,true,,,false
extension_directory,12,registration,2099,,,12,,,true,,,false
extension_directory,24,registration,4198,,,24,,,true,,,false
extension_directory,36,registration,6297,,,36,,,true,,,false
extension_discount,12,registration,3499,,,12,,,true,,,false
extension_discount,24,registration,6998,,,24,,,true,,,false
extension_discount,36,registration,10497,,,36,,,true,,,false
extension_dj,12,registration,9499,,,12,,,true,,,false
extension_dj,24,registration,18998,,,24,,,true,,,false
extension_dj,36,registration,28497,,,36,,,true,,,false
extension_dk,12,registration,4399,,,12,,,true,,,false
extension_dk,24,registration,7398,,,24,,,true,,,false
extension_dk,36,registration,11097,,,36,,,true,,,false
extension_dm,12,registration,25699,,,12,,,true,,,false
extension_dm,24,registration,51398,,,24,,,true,,,false
extension_dm,36,registration,77097,,,36,,,true,,,false
extension_do,12,registration,10299,,,12,,,true,,,false
extension_do,24,registration,23000,,,24,,,true,,,false
extension_do,36,registration,30897,,,36,,,true,,,false
extension_doctor,12,registration,10299,,,12,,,true,,,false
extension_doctor,24,registration,20598,,,24,,,true,,,false
extension_doctor,36,registration,30897,,,36,,,true,,,false
extension_dog,12,registration,5199,,,12,,,true,,,false
extension_dog,24,registration,10398,,,24,,,true,,,false
extension_dog,36,registration,15597,,,36,,,true,,,false
extension_domains,12,registration,3099,,,12,,,true,,,false
extension_domains,24,registration,6198,,,24,,,true,,,false
extension_domains,36,registration,9297,,,36,,,true,,,false
extension_download,12,registration,3099,,,12,,,true,,,false
extension_download,24,registration,6198,,,24,,,true,,,false
extension_download,36,registration,9297,,,36,,,true,,,false
extension_durban,12,registration,1699,,,12,,,true,,,false
extension_durban,24,registration,3397,,,24,,,true,,,false
extension_durban,36,registration,5097,,,36,,,true,,,false
extension_dz,12,registration,97399,,,12,,,true,,,false
extension_dz,24,registration,194798,,,24,,,true,,,false
extension_dz,36,registration,292197,,,36,,,true,,,false
extension_earth,12,registration,2999,,,12,,,true,,,false
extension_earth,24,registration,5998,,,24,,,true,,,false
extension_earth,36,registration,8997,,,36,,,true,,,false
extension_ebiz.tw,12,registration,3099,,,12,,,true,,,true
extension_ec,12,registration,7699,,,12,,,true,,,false
extension_ec,24,registration,15397,,,24,,,true,,,false
extension_ec,36,registration,23097,,,36,,,true,,,false
extension_eco,12,registration,7699,,,12,,,true,,,false
extension_eco,24,registration,15397,,,24,,,true,,,false
extension_eco,36,registration,23097,,,36,,,true,,,false
extension_edu,12,registration,13223,,,12,,,true,,,true
extension_edu.bi,12,registration,10299,,,12,,,true,,,true
extension_education,12,registration,2499,,,12,,,true,,,false
extension_education,24,registration,4998,,,24,,,true,,,false
extension_education,36,registration,7497,,,36,,,true,,,false
extension_edu.hk,12,registration,4380,,,12,,,true,,,true
extension_edu.lk,12,registration,23099,,,12,,,true,,,true
extension_edu.lv,12,registration,3099,,,12,,,true,,,true
extension_edu.ng,12,registration,15399,,,12,,,true,,,true
extension_edu.pt,12,registration,3075,,,12,,,true,,,true
extension_ee,12,registration,7999,,,12,,,true,,,false
extension_ee,24,registration,15997,,,24,,,true,,,false
extension_ee,36,registration,23997,,,36,,,true,,,false
extension_eg,12,registration,51299,,,12,,,true,,,false
extension_eg,24,registration,102598,,,24,,,true,,,false
extension_eg,36,registration,153897,,,36,,,true,,,false
extension_email,12,registration,4899,,,12,,,true,,,false
extension_email,24,registration,8398,,,24,,,true,,,false
extension_email,36,registration,12597,,,36,,,true,,,false
extension_energy,12,registration,11999,,,12,,,true,,,false
extension_energy,24,registration,23998,,,24,,,true,,,false
extension_energy,36,registration,35997,,,36,,,true,,,false
extension_engineer,12,registration,3499,,,12,,,true,,,false
extension_engineer,24,registration,6998,,,24,,,true,,,false
extension_engineer,36,registration,10497,,,36,,,true,,,false
extension_engineering,12,registration,5999,,,12,,,true,,,false
extension_engineering,24,registration,11998,,,24,,,true,,,false
extension_engineering,36,registration,17997,,,36,,,true,,,false
extension_enterprises,12,registration,3099,,,12,,,true,,,false
extension_enterprises,24,registration,6198,,,24,,,true,,,false
extension_enterprises,36,registration,9297,,,36,,,true,,,false
extension_equipment,12,registration,2999,,,12,,,true,,,false
extension_equipment,24,registration,5998,,,24,,,true,,,false
extension_equipment,36,registration,8997,,,36,,,true,,,false
extension_erotica.hu,24,registration,12399,,,24,,,true,,,true
extension_erotika.hu,24,registration,12399,,,24,,,true,,,true
extension_es,12,registration,4399,,,12,,,true,,,false
extension_es,24,registration,7398,,,24,,,true,,,false
extension_es,36,registration,11097,,,36,,,true,,,false
extension_estate,12,registration,3099,,,12,,,true,,,false
extension_estate,24,registration,6198,,,24,,,true,,,false
extension_estate,36,registration,9297,,,36,,,true,,,false
extension_eu,12,prolongation,1750,,437,12,,,false,,,false
extension_eu,12,prolongation,3119,,,24,,,true,,,false
extension_eu,12,prolongation,2729,,,36,,,true,,,false
extension_eu,12,registration,3899,350,,12,,,true,,,false
extension_eu,12,registration,0,,371,12,,,true,,,false
extension_eu,24,registration,6238,3469,,24,,,true,12,350,false
extension_eu,36,registration,8188,5809,,36,,,true,12,350,false
extension_eu.com,12,registration,2060,,,12,,,true,,,true
extension_eu_free_am,12,prolongation,0,,,12,,,false,,,false
extension_events,12,registration,3999,,,12,,,true,,,false
extension_events,24,registration,7998,,,24,,,true,,,false
extension_events,36,registration,11997,,,36,,,true,,,false
extension_exchange,12,registration,3999,,,12,,,true,,,false
extension_exchange,24,registration,7998,,,24,,,true,,,false
extension_exchange,36,registration,11997,,,36,,,true,,,false
extension_expert,12,registration,5499,,,12,,,true,,,false
extension_expert,24,registration,10998,,,24,,,true,,,false
extension_expert,36,registration,16497,,,36,,,true,,,false
extension_exposed,12,registration,2499,,,12,,,true,,,false
extension_exposed,24,registration,4998,,,24,,,true,,,false
extension_exposed,36,registration,7497,,,36,,,true,,,false
extension_express,12,registration,3099,,,12,,,true,,,false
extension_express,24,registration,6198,,,24,,,true,,,false
extension_express,36,registration,9297,,,36,,,true,,,false
extension_fail,12,registration,3499,,,12,,,true,,,false
extension_fail,24,registration,6998,,,24,,,true,,,false
extension_fail,36,registration,10497,,,36,,,true,,,false
extension_faith,12,registration,3099,,,12,,,true,,,false
extension_faith,24,registration,6198,,,24,,,true,,,false
extension_faith,36,registration,9297,,,36,,,true,,,false
extension_family,12,registration,3499,,,12,,,true,,,false
extension_family,24,registration,6998,,,24,,,true,,,false
extension_family,36,registration,10497,,,36,,,true,,,false
extension_fan,12,registration,4099,,,12,,,true,,,false
extension_fan,24,registration,8198,,,24,,,true,,,false
extension_fan,36,registration,12297,,,36,,,true,,,false
extension_fans,12,registration,6499,,,12,,,true,,,false
extension_fans,24,registration,12997,,,24,,,true,,,false
extension_fans,36,registration,19497,,,36,,,true,,,false
extension_farm,12,registration,3999,,,12,,,true,,,false
extension_farm,24,registration,7998,,,24,,,true,,,false
extension_farm,36,registration,11997,,,36,,,true,,,false
extension_fashion,12,registration,3999,,,12,,,true,,,false
extension_fashion,24,registration,7998,,,24,,,true,,,false
extension_fashion,36,registration,11997,,,36,,,true,,,false
extension_feedback,12,registration,46199,,,12,,,true,,,false
extension_feedback,24,registration,92398,,,24,,,true,,,false
extension_feedback,36,registration,138597,,,36,,,true,,,false
extension_fi,12,registration,3999,,,12,,,true,,,false
extension_fi,24,registration,7998,,,24,,,true,,,false
extension_fi,36,registration,11997,,,36,,,true,,,false
extension_film,12,registration,9000,,,12,,,true,,,true
extension_film.hu,24,registration,12399,,,24,,,true,,,true
extension_finance,12,registration,6499,,,12,,,true,,,false
extension_finance,24,registration,12997,,,24,,,true,,,false
extension_finance,36,registration,19497,,,36,,,true,,,false
extension_financial,12,registration,5199,,,12,,,true,,,false
extension_financial,24,registration,10398,,,24,,,true,,,false
extension_financial,36,registration,15597,,,36,,,true,,,false
extension_firm.in,12,registration,1299,,,12,,,true,,,true
extension_firm.ro,12,registration,1699,,,12,,,true,,,true
extension_fish,12,registration,3099,,,12,,,true,,,false
extension_fish,24,registration,6198,,,24,,,true,,,false
extension_fish,36,registration,9297,,,36,,,true,,,false
extension_fishing,12,registration,3499,,,12,,,true,,,false
extension_fishing,24,registration,6998,,,24,,,true,,,false
extension_fishing,36,registration,10497,,,36,,,true,,,false
extension_fit,12,registration,3999,,,12,,,true,,,false
extension_fit,24,registration,7998,,,24,,,true,,,false
extension_fit,36,registration,11997,,,36,,,true,,,false
extension_fitness,12,registration,3999,,,12,,,true,,,false
extension_fitness,24,registration,7998,,,24,,,true,,,false
extension_fitness,36,registration,11997,,,36,,,true,,,false
extension_flights,12,registration,5999,,,12,,,true,,,false
extension_flights,24,registration,11998,,,24,,,true,,,false
extension_flights,36,registration,17997,,,36,,,true,,,false
extension_florist,12,registration,3499,,,12,,,true,,,false
extension_florist,24,registration,6998,,,24,,,true,,,false
extension_florist,36,registration,10497,,,36,,,true,,,false
extension_flowers,12,registration,18999,,,12,,,true,,,true
extension_fm,12,registration,12499,,,12,,,true,,,false
extension_fm,24,registration,24998,,,24,,,true,,,false
extension_fm,36,registration,37497,,,36,,,true,,,false
extension_fo,12,registration,11799,,,12,,,true,,,false
extension_fo,24,registration,23598,,,24,,,true,,,false
extension_fo,36,registration,35397,,,36,,,true,,,false
extension_football,12,registration,2999,,,12,,,true,,,false
extension_football,24,registration,5998,,,24,,,true,,,false
extension_football,36,registration,8997,,,36,,,true,,,false
extension_forex,12,registration,10499,,,12,,,true,,,false
extension_forex,24,registration,20998,,,24,,,true,,,false
extension_forex,36,registration,31497,,,36,,,true,,,false
extension_forsale,12,registration,3499,,,12,,,true,,,false
extension_forsale,24,registration,6998,,,24,,,true,,,false
extension_forsale,36,registration,10497,,,36,,,true,,,false
extension_forum,12,registration,4999,,,12,,,true,,,false
extension_forum,24,registration,9998,,,24,,,true,,,false
extension_forum,36,registration,14997,,,36,,,true,,,false
extension_forum.hu,24,registration,12399,,,24,,,true,,,true
extension_foundation,12,registration,3999,,,12,,,true,,,false
extension_foundation,24,registration,7998,,,24,,,true,,,false
extension_foundation,36,registration,11997,,,36,,,true,,,false
extension_fr,12,registration,4899,,,12,,,true,,,false
extension_fr,24,registration,8398,,,24,,,true,,,false
extension_fr,36,registration,12597,,,36,,,true,,,false
extension_frl,12,registration,6899,,,12,,,true,,,false
extension_frl,24,registration,12398,,,24,,,true,,,false
extension_frl,36,registration,18597,,,36,,,true,,,false
extension_frl_free_am,12,prolongation,0,,,12,,,false,,,false
extension_fun,12,registration,3699,,,12,,,true,,,false
extension_fun,24,registration,5998,,,24,,,true,,,false
extension_fun,36,registration,8997,,,36,,,true,,,false
extension_fund,12,registration,5199,,,12,,,true,,,false
extension_fund,24,registration,10398,,,24,,,true,,,false
extension_fund,36,registration,15597,,,36,,,true,,,false
extension_furniture,12,registration,9299,,,12,,,true,,,false
extension_furniture,24,registration,17198,,,24,,,true,,,false
extension_furniture,36,registration,25797,,,36,,,true,,,false
extension_futbol,12,registration,1999,,,12,,,true,,,false
extension_futbol,24,registration,3997,,,24,,,true,,,false
extension_futbol,36,registration,5997,,,36,,,true,,,false
extension_fyi,12,registration,2099,,,12,,,true,,,false
extension_fyi,24,registration,4198,,,24,,,true,,,false
extension_fyi,36,registration,6297,,,36,,,true,,,false
extension_ga,12,registration,1899,,,12,,,true,,,false
extension_ga,24,registration,3797,,,24,,,true,,,false
extension_ga,36,registration,5697,,,36,,,true,,,false
extension_gallery,12,registration,3999,,,12,,,true,,,false
extension_gallery,24,registration,7998,,,24,,,true,,,false
extension_gallery,36,registration,11997,,,36,,,true,,,false
extension_game,12,registration,38499,,,12,,,true,,,false
extension_game,24,registration,76998,,,24,,,true,,,false
extension_game,36,registration,115497,,,36,,,true,,,false
extension_games,12,registration,2999,,,12,,,true,,,false
extension_games,24,registration,5998,,,24,,,true,,,false
extension_games,36,registration,8997,,,36,,,true,,,false
extension_games.hu,24,registration,12399,,,24,,,true,,,true
extension_game.tw,12,registration,3099,,,12,,,true,,,true
extension_garden,12,registration,3099,,,12,,,true,,,false
extension_garden,24,registration,6198,,,24,,,true,,,false
extension_garden,36,registration,9297,,,36,,,true,,,false
extension_gay,12,registration,4099,,,12,,,true,,,false
extension_gay,24,registration,8198,,,24,,,true,,,false
extension_gay,36,registration,12297,,,36,,,true,,,false
extension_gd,12,registration,5199,,,12,,,true,,,false
extension_gd,24,registration,10398,,,24,,,true,,,false
extension_gd,36,registration,15597,,,36,,,true,,,false
extension_ge,12,registration,23099,,,12,,,true,,,false
extension_ge,24,registration,46198,,,24,,,true,,,false
extension_ge,36,registration,69297,,,36,,,true,,,false
extension_gen.in,12,registration,1299,,,12,,,true,,,true
extension_gent,12,registration,3999,,,12,,,true,,,false
extension_gent,24,registration,7998,,,24,,,true,,,false
extension_gent,36,registration,11997,,,36,,,true,,,false
extension_gen.tr,12,registration,1699,,,12,,,true,,,true
extension_gf,12,registration,18499,,,12,,,true,,,false
extension_gf,24,registration,36998,,,24,,,true,,,false
extension_gf,36,registration,55497,,,36,,,true,,,false
extension_gg,12,registration,10299,,,12,,,true,,,false
extension_gg,24,registration,20598,,,24,,,true,,,false
extension_gg,36,registration,30897,,,36,,,true,,,false
extension_gi,24,registration,30799,,,24,,,true,,,true
extension_gift,12,registration,2999,,,12,,,true,,,false
extension_gift,24,registration,5998,,,24,,,true,,,false
extension_gift,36,registration,8997,,,36,,,true,,,false
extension_gifts,12,registration,4499,,,12,,,true,,,false
extension_gifts,24,registration,8998,,,24,,,true,,,false
extension_gifts,36,registration,13497,,,36,,,true,,,false
extension_gives,12,registration,3099,,,12,,,true,,,false
extension_gives,24,registration,6198,,,24,,,true,,,false
extension_gives,36,registration,9297,,,36,,,true,,,false
extension_gl,12,registration,7699,,,12,,,true,,,false
extension_gl,24,registration,15397,,,24,,,true,,,false
extension_gl,36,registration,23097,,,36,,,true,,,false
extension_glass,12,registration,5999,,,12,,,true,,,false
extension_glass,24,registration,11998,,,24,,,true,,,false
extension_glass,36,registration,17997,,,36,,,true,,,false
extension_global,12,registration,8999,,,12,,,true,,,false
extension_global,24,registration,17998,,,24,,,true,,,false
extension_global,36,registration,26997,,,36,,,true,,,false
extension_gm,12,registration,51299,,,12,,,true,,,false
extension_gm,24,registration,102598,,,24,,,true,,,false
extension_gm,36,registration,153897,,,36,,,true,,,false
extension_gmbh,12,registration,3499,,,12,,,true,,,false
extension_gmbh,24,registration,6998,,,24,,,true,,,false
extension_gmbh,36,registration,10497,,,36,,,true,,,false
extension_gold,12,registration,10299,,,12,,,true,,,false
extension_gold,24,registration,20598,,,24,,,true,,,false
extension_gold,36,registration,30897,,,36,,,true,,,false
extension_golf,12,registration,5199,,,12,,,true,,,false
extension_golf,24,registration,10398,,,24,,,true,,,false
extension_golf,36,registration,15597,,,36,,,true,,,false
extension_gp,12,registration,18499,,,12,,,true,,,false
extension_gp,24,registration,36998,,,24,,,true,,,false
extension_gp,36,registration,55497,,,36,,,true,,,false
extension_gq,12,registration,1899,,,12,,,true,,,false
extension_gq,24,registration,3797,,,24,,,true,,,false
extension_gq,36,registration,5697,,,36,,,true,,,false
extension_gr,12,prolongation,5999,,,12,,,true,,,false
extension_gr,12,registration,4788,,,12,,,true,,,false
extension_gr,24,registration,8199,,,24,,,true,,,false
extension_gr,36,registration,14363,,,36,,,true,,,false
extension_graphics,12,registration,2999,,,12,,,true,,,false
extension_graphics,24,registration,5998,,,24,,,true,,,false
extension_graphics,36,registration,8997,,,36,,,true,,,false
extension_gratis,12,registration,2999,,,12,,,true,,,false
extension_gratis,24,registration,5998,,,24,,,true,,,false
extension_gratis,36,registration,8997,,,36,,,true,,,false
extension_green,12,registration,7999,,,12,,,true,,,false
extension_green,24,registration,15997,,,24,,,true,,,false
extension_green,36,registration,23997,,,36,,,true,,,false
extension_gripe,12,registration,3099,,,12,,,true,,,false
extension_gripe,24,registration,6198,,,24,,,true,,,false
extension_gripe,36,registration,9297,,,36,,,true,,,false
extension_group,12,registration,2999,,,12,,,true,,,false
extension_group,24,registration,5998,,,24,,,true,,,false
extension_group,36,registration,8997,,,36,,,true,,,false
extension_gs,12,registration,4099,,,12,,,true,,,false
extension_gs,24,registration,8198,,,24,,,true,,,false
extension_gs,36,registration,12297,,,36,,,true,,,false
extension_gt,12,registration,7699,,,12,,,true,,,false
extension_gt,24,registration,15000,,,24,,,true,,,false
extension_gt,36,registration,23097,,,36,,,true,,,false
extension_guide,12,registration,3999,,,12,,,true,,,false
extension_guide,24,registration,7998,,,24,,,true,,,false
extension_guide,36,registration,11997,,,36,,,true,,,false
extension_guitars,12,registration,15399,,,12,,,true,,,false
extension_guitars,24,registration,30798,,,24,,,true,,,false
extension_guitars,36,registration,46197,,,36,,,true,,,false
extension_guru,12,registration,3999,,,12,,,true,,,false
extension_guru,24,registration,7998,,,24,,,true,,,false
extension_guru,36,registration,11997,,,36,,,true,,,false
extension_gw,24,registration,46198,,,24,,,true,,,true
extension_gy,12,registration,6199,,,12,,,true,,,false
extension_gy,24,registration,12398,,,24,,,true,,,false
extension_gy,36,registration,18597,,,36,,,true,,,false
extension_hair,12,registration,1499,,,12,,,true,,,false
extension_hair,24,registration,2998,,,24,,,true,,,false
extension_hair,36,registration,4497,,,36,,,true,,,false
extension_hamburg,12,registration,5199,,,12,,,true,,,false
extension_hamburg,24,registration,10398,,,24,,,true,,,false
extension_hamburg,36,registration,15597,,,36,,,true,,,false
extension_haus,12,registration,3099,,,12,,,true,,,false
extension_haus,24,registration,6198,,,24,,,true,,,false
extension_haus,36,registration,9297,,,36,,,true,,,false
extension_health,12,registration,9499,,,12,,,true,,,false
extension_health,24,registration,18998,,,24,,,true,,,false
extension_health,36,registration,28497,,,36,,,true,,,false
extension_healthcare,12,registration,8499,,,12,,,true,,,false
extension_healthcare,24,registration,15597,,,24,,,true,,,false
extension_healthcare,36,registration,23397,,,36,,,true,,,false
extension_help,12,registration,3999,,,12,,,true,,,false
extension_help,24,registration,7998,,,24,,,true,,,false
extension_help,36,registration,11997,,,36,,,true,,,false
extension_hiphop,12,registration,15399,,,12,,,true,,,false
extension_hiphop,24,registration,30798,,,24,,,true,,,false
extension_hiphop,36,registration,46197,,,36,,,true,,,false
extension_hiv,12,registration,23099,,,12,,,true,,,false
extension_hiv,24,registration,46198,,,24,,,true,,,false
extension_hiv,36,registration,69297,,,36,,,true,,,false
extension_hk,12,registration,6999,,,12,,,true,,,false
extension_hk,24,registration,13997,,,24,,,true,,,false
extension_hk,36,registration,20997,,,36,,,true,,,false
extension_hm,12,registration,7699,,,12,,,true,,,false
extension_hm,24,registration,15397,,,24,,,true,,,false
extension_hm,36,registration,23097,,,36,,,true,,,false
extension_hn,12,registration,11799,,,12,,,true,,,false
extension_hn,24,registration,23598,,,24,,,true,,,false
extension_hn,36,registration,35397,,,36,,,true,,,false
extension_hockey,12,registration,5199,,,12,,,true,,,false
extension_hockey,24,registration,10398,,,24,,,true,,,false
extension_hockey,36,registration,15597,,,36,,,true,,,false
extension_holdings,12,registration,5199,,,12,,,true,,,false
extension_holdings,24,registration,10398,,,24,,,true,,,false
extension_holdings,36,registration,15597,,,36,,,true,,,false
extension_holiday,12,registration,5199,,,12,,,true,,,false
extension_holiday,24,registration,10398,,,24,,,true,,,false
extension_holiday,36,registration,15597,,,36,,,true,,,false
extension_homes,12,registration,4099,,,12,,,true,,,false
extension_homes,24,registration,8198,,,24,,,true,,,false
extension_homes,36,registration,12297,,,36,,,true,,,false
extension_horse,12,registration,3499,,,12,,,true,,,false
extension_horse,24,registration,6998,,,24,,,true,,,false
extension_horse,36,registration,10497,,,36,,,true,,,false
extension_hospital,12,registration,5199,,,12,,,true,,,false
extension_hospital,24,registration,10398,,,24,,,true,,,false
extension_hospital,36,registration,15597,,,36,,,true,,,false
extension_host,12,registration,10299,,,12,,,true,,,false
extension_host,24,registration,20598,,,24,,,true,,,false
extension_host,36,registration,30897,,,36,,,true,,,false
extension_hosting,12,registration,54999,,,12,,,true,,,false
extension_hosting,24,registration,109998,,,24,,,true,,,false
extension_hosting,36,registration,164997,,,36,,,true,,,false
extension_hotel.hu,24,registration,12399,,,24,,,true,,,true
extension_house,12,registration,3499,,,12,,,true,,,false
extension_house,24,registration,6998,,,24,,,true,,,false
extension_house,36,registration,10497,,,36,,,true,,,false
extension_how,12,registration,3099,,,12,,,true,,,false
extension_how,24,registration,6198,,,24,,,true,,,false
extension_how,36,registration,9297,,,36,,,true,,,false
extension_hr,12,registration,19999,,,12,,,true,,,false
extension_hr,24,registration,39998,,,24,,,true,,,false
extension_hr,36,registration,59997,,,36,,,true,,,false
extension_ht,12,registration,15399,,,12,,,true,,,false
extension_ht,24,registration,30798,,,24,,,true,,,false
extension_ht,36,registration,46197,,,36,,,true,,,false
extension_hu,12,registration,5000,,,12,,,true,,,false
extension_hu,24,registration,8199,,,24,,,true,,,false
extension_hu,36,registration,15000,,,36,,,true,,,false
extension_icu,12,registration,1299,,,12,,,true,,,false
extension_icu,24,registration,2598,,,24,,,true,,,false
extension_icu,36,registration,3897,,,36,,,true,,,false
extension_id,12,registration,12999,,,12,,,true,,,false
extension_id,24,registration,25998,,,24,,,true,,,false
extension_id,36,registration,38997,,,36,,,true,,,false
extension_id.au,12,registration,4099,,,12,,,true,,,true
extension_id.au,24,registration,8000,,,24,,,true,,,false
extension_idv.hk,12,registration,4380,,,12,,,true,,,true
extension_idv.tw,12,registration,3099,,,12,,,true,,,true
extension_ie,12,registration,5999,,,12,,,true,,,false
extension_ie,24,registration,11998,,,24,,,true,,,false
extension_ie,36,registration,17997,,,36,,,true,,,false
extension_im,12,registration,3099,,,12,,,true,,,false
extension_im,24,registration,6198,,,24,,,true,,,false
extension_im,36,registration,9297,,,36,,,true,,,false
extension_immo,12,registration,3499,,,12,,,true,,,false
extension_immo,24,registration,6998,,,24,,,true,,,false
extension_immo,36,registration,10497,,,36,,,true,,,false
extension_immobilien,12,registration,3499,,,12,,,true,,,false
extension_immobilien,24,registration,6998,,,24,,,true,,,false
extension_immobilien,36,registration,10497,,,36,,,true,,,false
